ID_val,Problem,Checkbox,Check_Area,Complaint_Type,Area,SubArea,area_subarea,source_name
2112,Paddle/Shifting Buttons-DTU,A/T Paddle/Shifting Buttons - DTU/understand,A/T Paddle/Shifting Buttons,DTU/understand,Additional Switches,Other,Additional Switches / Other,source_2
7546,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Radio,Poor Reception,Radio / Poor Reception,source_2
15871,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
6037,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
2844,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
15089,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Stability,Apple Car Play / Stability,source_2
19050,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Customer Education,Bluetooth / Customer Education,source_2
2677,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
9734,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Display,DTU,Display / DTU,source_2
4454,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Call Quality,Bluetooth / Call Quality,source_2
107,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Other,Bluetooth / Other,source_2
7704,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Radio,DTU,Radio / DTU,source_2
10196,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Stability,Software Hang-up/System Freezing,Stability / Software Hang-up/System Freezing,source_2
9513,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
13542,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
3903,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
1413,Display Touchscreen-Unspecified,Display Touchscreen - unspecified,Display Touchscreen,unspecified,DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
13867,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
331,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Radio,DTU,Radio / DTU,source_2
6414,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Bluetooth,Pairing Loss,Bluetooth / Pairing Loss,source_2
9124,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Radio,Poor Reception,Radio / Poor Reception,source_2
7713,Front Audio/Ent System-Controls DTU/Poor Location,Radio Fnctn and Recptn - DTU/understand,Radio Fnctn and Recptn,DTU/understand,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
11086,Gauges/Instruments (Fuel/XX) -DTU/Controls Poor Location,Info Center/Trip Computer - Difficult to see/read,Info Center/Trip Computer,Difficult to see/read,Display,Other,Display / Other,source_2
778,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
7054,Cell Phone - Vehicle Sound Quality,Cell Phone Connection - In-vehicle sound quality,Cell Phone Connection,In-vehicle sound quality,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
3250,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
3312,Speakers-Cut-Out/No Sound,Audio Sound/Speakers - Cut out/No sound,Audio Sound/Speakers,Cut out/No sound,Audio,Not Functioning,Audio / Not Functioning,source_2
12689,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Bluetooth,Pairing Loss,Bluetooth / Pairing Loss,source_2
748,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
14869,Front Audio/Ent System-Controls DTU/Poor Location,Media Player - DTU/understand,Media Player,DTU/understand,Radio,DTU,Radio / DTU,source_2
12199,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Black Screen,Display / Black Screen,source_2
9202,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
18815,Wireless Hotspot DTU,Wireless Hotspot - DTU/understand,Wireless Hotspot,DTU/understand,Wi-Fi,DTU,Wi-Fi / DTU,source_2
4978,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
11413,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Stability,Apple Car Play / Stability,source_2
6440,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Display,Not Enough Info,Display / Not Enough Info,source_2
11288,Navigation System-Inaccurate,Navigation System - Poor routing information,Navigation System,Poor routing information,Navigation,Route Accuracy,Navigation / Route Accuracy,source_2
8999,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
18392,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
13842,Cell Phone - Vehicle Sound Quality,Cell Phone Connection - In-vehicle sound quality,Cell Phone Connection,In-vehicle sound quality,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
1669,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Customer Education,Voice Recognition / Customer Education,source_2
15171,Media Player - Broken/NW/slow/freezes,"Media Player - Audio format compatibility (MP3, .wav, etc.)",Media Player,"Audio format compatibility (MP3, .wav, etc.)",USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
14565,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,Stability,Software Hang-up/System Freezing,Stability / Software Hang-up/System Freezing,source_2
12324,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
8792,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
15334,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Radio,Reset,Radio / Reset,source_2
7949,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Stability,Software Hang-up/System Freezing,Stability / Software Hang-up/System Freezing,source_2
10464,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
5782,Display Touchscreen-Unspecified,Display Touchscreen - unspecified,Display Touchscreen,unspecified,Display,Black Screen,Display / Black Screen,source_2
769,Ignition Switch/Button-Other/Unspecified,Ignition Switch/Button - other,Ignition Switch/Button,other,Ignition Switch,Other,Ignition Switch / Other,source_2
13251,Speakers-Cut-Out/No Sound,Audio Sound/Speakers - Cut out/No sound,Audio Sound/Speakers,Cut out/No sound,Audio,Not Functioning,Audio / Not Functioning,source_2
6706,CD Player/Changer-Loading/Playback Problem,CD Player/Changer - Will not play,CD Player/Changer,Will not play,DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
14975,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
9378,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
435,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Stability,Software Hang-up/System Freezing,Stability / Software Hang-up/System Freezing,source_2
1997,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
5558,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Wi-Fi,No Internet,Wi-Fi / No Internet,source_2
1572,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,SMS,Bluetooth / SMS,source_2
3200,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Stability,Apple Car Play / Stability,source_2
2215,Paddle/Shifting Buttons-DTU,A/T Paddle/Shifting Buttons - DTU/understand,A/T Paddle/Shifting Buttons,DTU/understand,Not PPEC 7,Other,Not PPEC 7 / Other,source_2
649,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
6145,Cigarette Lighter/Power Plug-Other/Unspecified,12 Volt Power Outlets - other,12 Volt Power Outlets,other,Power Outlet,Other,Power Outlet / Other,source_2
10068,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Radio Interaction,No Wifi,Radio Interaction / No Wifi,source_2
12016,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
922,Infotainment System-Poor Screen Quality,Navigation System - Screen visibility/illumination,Navigation System,Screen visibility/illumination,Display,Illumination Too Dark,Display / Illumination Too Dark,source_2
9427,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
4802,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Display,Freezes/Locks Up,Display / Freezes/Locks Up,source_2
19421,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
16420,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
795,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,Radio,Screen Freeze,Radio / Screen Freeze,source_2
3779,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Display,DTU,Display / DTU,source_2
3814,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Android Auto,DTU,Android Auto / DTU,source_2
11136,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Loses connection,Media Player,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
16492,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
9238,Steering Wheel Ctrls-DTU/In Poor Location,Steering Wheel Ctrls - DTU/understand,Steering Wheel Ctrls,DTU/understand,Steering Wheel Controls,DTU,Steering Wheel Controls / DTU,source_2
18694,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
194,Hands-Free Communication-Doesn't Recognize Command,Navigation System - Voice recognition/communication trouble,Navigation System,Voice recognition/communication trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
628,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Bluetooth,Outbound Call,Bluetooth / Outbound Call,source_2
2797,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Outbound Call,Bluetooth / Outbound Call,source_2
2065,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
5598,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
9763,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Android Auto,Not Functioning,Android Auto / Not Functioning,source_2
16346,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
11783,Hands-Free Communication-Doesn't Recognize Command,Navigation System - Voice recognition/communication trouble,Navigation System,Voice recognition/communication trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
3502,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
19867,Rear Audio/Ent System-Remote Control Broken/NW,DVD Player/TV/Rear Seat Ent - Remote control does not work,DVD Player/TV/Rear Seat Ent,Remote control does not work,Rear Seat Entertainment,Not Functioning,Rear Seat Entertainment / Not Functioning,source_2
6607,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
11030,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
10235,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
11749,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Not Enough Info,Bluetooth / Not Enough Info,source_2
9399,CD Player/Changer-Loading/Playback Problem,CD Player/Changer - Will not play,CD Player/Changer,Will not play,DVD/CD Drive,Not Functioning,DVD/CD Drive / Not Functioning,source_2
12901,RRR-System Connection,RRR - System won't hold/loses connection,RRR,System won't hold/loses connection,RRR,Duplicate,RRR / Duplicate,source_2
9165,Audio Sound/Speakers-Sound Quality,Audio Sound/Speakers - Sound lacks clarity,Audio Sound/Speakers,Sound lacks clarity,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
6318,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Bluetooth,Other,Bluetooth / Other,source_2
4647,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Radio,Customer Expectation,Radio / Customer Expectation,source_2
9511,Media Player - Broken/NW/slow/freezes,Media Player - Device compatibility/does not work,Media Player,Device compatibility/does not work,Apple Car Play,Dual Environment,Apple Car Play / Dual Environment,source_2
9517,Hands-Free Communication-Doesn't Recognize Command,Cell Phone Connection - Voice recognition trouble,Cell Phone Connection,Voice recognition trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
16683,Rear Seat DVD Player-Playback Problem,DVD Player/TV/Rear Seat Ent - Player - does not work,DVD Player/TV/Rear Seat Ent,Player - does not work,Rear Seat Entertainment,Not Functioning,Rear Seat Entertainment / Not Functioning,source_2
3937,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
5113,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
18754,Media Player - Broken/NW/slow/freezes,Media Player - Slow system response/freezes,Media Player,Slow system response/freezes,Audio,No Audio,Audio / No Audio,source_2
14190,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Customer Expectation,Apple Car Play / Customer Expectation,source_2
10226,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
10953,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
5504,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
894,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Display,Black Screen,Display / Black Screen,source_2
10605,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
2903,RRR-System Activation,RRR - System would not properly activate,RRR,System would not properly activate,No Activation,Duplicate,No Activation / Duplicate,source_2
704,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Not Functioning,Voice Recognition / Not Functioning,source_2
7471,Rear Seat DVD Player-Playback Problem,DVD Player/TV/Rear Seat Ent - Player - skips,DVD Player/TV/Rear Seat Ent,Player - skips,Rear Seat Entertainment,Not Functioning,Rear Seat Entertainment / Not Functioning,source_2
15881,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Apple Car Play,DTU,Apple Car Play / DTU,source_2
19099,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
18517,Rear Audio/Ent System-Controls DTU/Poor Location,DVD Player/TV/Rear Seat Ent - Player - will not load/eject,DVD Player/TV/Rear Seat Ent,Player - will not load/eject,Rear Seat Entertainment,DTU,Rear Seat Entertainment / DTU,source_2
12854,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Android Auto,DTU,Android Auto / DTU,source_2
10748,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Black Screen,Display / Black Screen,source_2
19484,Infotainment System-Poor Screen Quality,Navigation System - Screen visibility/illumination,Navigation System,Screen visibility/illumination,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
5313,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
1534,Speakers-Cut-Out/No Sound,Audio Sound/Speakers - Cut out/No sound,Audio Sound/Speakers,Cut out/No sound,Audio,No Audio,Audio / No Audio,source_2
14321,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Radio,DTU,Radio / DTU,source_2
15137,Paddles/Shifting Buttons-Broken/NW,A/T Paddle/Shifting Buttons - Broken/NW,A/T Paddle/Shifting Buttons,Broken/NW,Not PPEC 7,Other,Not PPEC 7 / Other,source_2
12990,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
18359,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Pairing Loss,Bluetooth / Pairing Loss,source_2
9932,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Loses connection,Media Player,Loses connection,Apple Car Play,Stability,Apple Car Play / Stability,source_2
62,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Android Auto,Stability,Android Auto / Stability,source_2
9553,Speakers-Cut-Out/No Sound,Audio Sound/Speakers - Cut out/No sound,Audio Sound/Speakers,Cut out/No sound,Audio,Source Volume Discrepencies,Audio / Source Volume Discrepencies,source_2
8709,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Apple Car Play,Dual Environment,Apple Car Play / Dual Environment,source_2
16995,Infotainment System-Poor Screen Quality,Radio Fnctn and Recptn - Display screen image poor quality,Radio Fnctn and Recptn,Display screen image poor quality,Display,Screen Quality,Display / Screen Quality,source_2
7141,RRR-Phone,RRR - Can't make/receive calls,RRR,Can't make/receive calls,No Activation,Duplicate,No Activation / Duplicate,source_2
3496,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
17717,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
14793,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Radio,Other,Radio / Other,source_2
8033,DVD Player/Rear Seat Ent-Other/Unspecified,DVD Player/Rear Seat Ent - other,DVD Player/Rear Seat Ent,other,Rear Seat Entertainment,Not Enough Info,Rear Seat Entertainment / Not Enough Info,source_2
13451,Infotainment System-Poor Screen Quality,Navigation System - Screen visibility/illumination,Navigation System,Screen visibility/illumination,Display,Illumination Too Dark,Display / Illumination Too Dark,source_2
4774,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Display,Black Screen,Display / Black Screen,source_2
3889,RRR-System Activation,RRR - System would not properly activate,RRR,System would not properly activate,No Activation,Cannot Activate at Dealership,No Activation / Cannot Activate at Dealership,source_2
4424,Gauges/Instruments (Fuel/XXh/Odometer)-Broken/NW,Fuel Gauge - Inaccurate,Fuel Gauge,Inaccurate,Fuel Gauge,Doesn’t Read Full,Fuel Gauge / Doesn’t Read Full,source_2
14086,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
4349,Exter Light Controls-DTU/Understand,Headlights - Controls DTU/understand,Headlights,Controls DTU/understand,Not PPEC 7,Other,Not PPEC 7 / Other,source_2
10597,Speakers-Cut-Out/No Sound,Audio Sound/Speakers - Cut out/No sound,Audio Sound/Speakers,Cut out/No sound,Audio,No Audio,Audio / No Audio,source_2
6895,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Wi-Fi,Slow,Wi-Fi / Slow,source_2
6701,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Stability,Apple Car Play / Stability,source_2
16888,Speakers-Cut-Out/No Sound,Audio Sound/Speakers - Cut out/No sound,Audio Sound/Speakers,Cut out/No sound,Audio,Not Functioning,Audio / Not Functioning,source_2
15797,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Android Auto,Not Functioning,Android Auto / Not Functioning,source_2
8615,Speakers-Cut-Out/No Sound,Audio Sound/Speakers - Cut out/No sound,Audio Sound/Speakers,Cut out/No sound,Audio,No Audio,Audio / No Audio,source_2
16020,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
6009,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Radio,Reset,Radio / Reset,source_2
4862,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Bluetooth,Other,Bluetooth / Other,source_2
16274,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
3928,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Radio,Poor Reception,Radio / Poor Reception,source_2
